"index",	"x_prescribed",	"y_prescribed",	"x_match",	"y_match",	"u",	"v"
69696,	+1.628622099867844e-01,	+1.479810612688198e-03,	+1.629637453375768e-01,	+1.873206658583079e-03,	0.533730795868719,	0.499999999983313
69696,	+1.274579160501972e-04,	+6.832057223530015e-04,	-1.054311732923419e-05,	+3.991042003380106e-04,	0.005648905487311,	0.499999938676177
69696,	+3.637149727099853e-05,	+9.190526718893963e-04,	-2.309884081337459e-04,	+1.018689717390098e-03,	0.992288111342396,	0.500000000000000
69696,	+0.000000000000000e+00,	+1.165615116469198e-03,	-1.162340521987462e-04,	+1.247076487349302e-03,	0.989324916579866,	0.500000000000000
69696,	+1.981894403699869e-05,	+1.410690523011596e-03,	+4.267867949813379e-06,	+1.431467378662155e-03,	0.987160051824198,	0.499999997750635
69696,	+9.604952445720016e-05,	+1.641736635211195e-03,	+1.419044158172301e-04,	+1.613988137818872e-03,	0.985163776910368,	0.500000000000139
69696,	+2.247078807640008e-04,	+1.846904381529797e-03,	+2.931960753335941e-04,	+1.795391922442640e-03,	0.983293032299294,	0.500000000000025
69696,	+3.976566015269967e-04,	+2.017323549676597e-03,	+4.530971806687807e-04,	+1.973379676587398e-03,	0.981545074279006,	0.500000000000072
69696,	+5.827409183695949e-04,	+2.175847634082402e-03,	+6.188831741624651e-04,	+2.147772859282762e-03,	0.979900552566363,	0.499999999999978
69696,	+7.683984882545971e-04,	+2.333968520076802e-03,	+7.912206528473865e-04,	+2.318860626097058e-03,	0.978357506280986,	0.499999999999932
69696,	+9.551308073237977e-04,	+2.491119823880595e-03,	+9.665667171814630e-04,	+2.486507680130393e-03,	0.976890785722260,	0.500000000309853
69696,	+1.142564333348396e-03,	+2.647712376645601e-03,	+1.144910298441432e-03,	+2.652215123086643e-03,	0.975475433989351,	0.500000000000099
69696,	+1.330611144351401e-03,	+2.803840668597999e-03,	+1.325933362805919e-03,	+2.815694358282241e-03,	0.974113207456267,	0.500000000000000
69696,	+1.519384302597196e-03,	+2.959370303280601e-03,	+1.510003482205537e-03,	+2.976434133697544e-03,	0.972812773585510,	0.500000000000000
69696,	+1.708852746177797e-03,	+3.114331127046995e-03,	+1.695593364947047e-03,	+3.135971811771364e-03,	0.971539947524193,	0.500000000000005
69696,	+1.905540229926999e-03,	+3.273997095578999e-03,	+1.889326012908773e-03,	+3.298763053539109e-03,	0.970267646660375,	0.500000000000027
69696,	+2.109753881272795e-03,	+3.438468403938998e-03,	+2.092034404261553e-03,	+3.465263432567526e-03,	0.968992452123746,	0.500000000308481
69696,	+2.321837574694001e-03,	+3.607820793556598e-03,	+2.302935008477158e-03,	+3.636296706700606e-03,	0.967697417783876,	0.500000000000006
69696,	+2.542090415853998e-03,	+3.782198289752600e-03,	+2.522854050310173e-03,	+3.810723553426971e-03,	0.966402498128606,	0.500000000000006
69696,	+2.770860480984197e-03,	+3.961711735077799e-03,	+2.752207356209154e-03,	+3.989698062601326e-03,	0.965092076563818,	0.500000000000032
69696,	+3.008508792130399e-03,	+4.146455442313595e-03,	+2.990637044637042e-03,	+4.173570015513452e-03,	0.963759308040302,	0.499999999999987
69696,	+3.255407105734399e-03,	+4.336539030779598e-03,	+3.239040530155403e-03,	+4.361316950056956e-03,	0.962420751463781,	0.499999999999828
69696,	+3.511941531952196e-03,	+4.532074132109202e-03,	+3.497668706491724e-03,	+4.554115120397451e-03,	0.961060543583535,	0.499999999999965
69696,	+3.778551846003197e-03,	+4.733125526197796e-03,	+3.766437308624007e-03,	+4.752209379745812e-03,	0.959674823732764,	0.500000000000019
69696,	+4.055667779141799e-03,	+4.939779703504598e-03,	+4.046134873940136e-03,	+4.954979438905794e-03,	0.958272829906160,	0.499999999999944
69696,	+4.343709396001998e-03,	+5.152161480872998e-03,	+4.337217634896037e-03,	+5.162995997220989e-03,	0.956847399733060,	0.499999999999671
69696,	+4.643197670049396e-03,	+5.370309090365197e-03,	+4.639672523708200e-03,	+5.376722914676726e-03,	0.955392306882486,	0.500000000000004
69696,	+4.954640885320402e-03,	+5.594272853443400e-03,	+4.953981447090887e-03,	+5.596268518310995e-03,	0.953906970514461,	0.499999999999884
69696,	+5.278520764119399e-03,	+5.824162146906801e-03,	+5.281253174136462e-03,	+5.820936283722178e-03,	0.952398633107019,	0.499999999999857
69696,	+5.615411241378596e-03,	+6.060010181262399e-03,	+5.621305964253865e-03,	+6.051725453343721e-03,	0.950855147031078,	0.500000000606970
69696,	+5.965890708059597e-03,	+6.301846381841798e-03,	+5.974687180465321e-03,	+6.288749184899549e-03,	0.949275113251382,	0.499999999999908
69696,	+6.330539519226996e-03,	+6.549699550793800e-03,	+6.341945196107021e-03,	+6.532105956777738e-03,	0.947656828990363,	0.500000000000326
69696,	+6.710014350634396e-03,	+6.803595661604998e-03,	+6.723968006931733e-03,	+6.781846947468898e-03,	0.945998435685731,	0.500000000000019
69696,	+7.105000748143596e-03,	+7.063431196512998e-03,	+7.121120290922782e-03,	+7.037703286778104e-03,	0.944298930728551,	0.499999999999964
69696,	+7.516154673370195e-03,	+7.329291672404200e-03,	+7.533960223053933e-03,	+7.300226758414463e-03,	0.942552601840068,	0.500000000000302
69696,	+7.944260545241796e-03,	+7.601017297580199e-03,	+7.963203254167953e-03,	+7.569392370032249e-03,	0.940758264671307,	0.499999998529737
69696,	+8.390040567555396e-03,	+7.878597985934000e-03,	+8.409615946506077e-03,	+7.845145513298553e-03,	0.938914841825071,	0.499999999999965
69696,	+8.854327552079795e-03,	+8.161902725899201e-03,	+8.874024188955092e-03,	+8.127415425444392e-03,	0.937021164162834,	0.500000000026663
69696,	+9.337933609722796e-03,	+8.450795729708400e-03,	+9.357250672439301e-03,	+8.416078212135431e-03,	0.935076177732469,	0.500000000028922
69696,	+9.841718332768600e-03,	+8.745150051391598e-03,	+9.860189824427252e-03,	+8.711000381241436e-03,	0.933078642395401,	0.499999999999841
69696,	+1.036658294334660e-02,	+9.044800005860597e-03,	+1.038377100502634e-02,	+9.012013854021353e-03,	0.931027288684686,	0.500000000000022
69696,	+1.091353106142419e-02,	+9.349421269208598e-03,	+1.092895783797381e-02,	+9.318913546529585e-03,	0.928920823920608,	0.499999999999541
69696,	+1.148350476617920e-02,	+9.658832437264198e-03,	+1.149676270004677e-02,	+9.631463263701292e-03,	0.926757880529770,	0.500000000074530
69696,	+1.207755547796080e-02,	+9.972675407392398e-03,	+1.208822185602626e-02,	+9.949379602264323e-03,	0.924537115470208,	0.499999999945663
69696,	+1.269676987214660e-02,	+1.029056739959900e-02,	+1.270442781272518e-02,	+1.027234743507840e-02,	0.922257091076358,	0.499999999928404
69696,	+1.334223545392880e-02,	+1.061215743726180e-02,	+1.334650979439186e-02,	+1.060000668988969e-02,	0.919916353913123,	0.500000000019100
69696,	+1.401509149404140e-02,	+1.093698262864820e-02,	+1.401602405729034e-02,	+1.093100864451296e-02,	0.917516243637623,	0.500000000000013
69696,	+1.471653700680660e-02,	+1.126455693534260e-02,	+1.471411519989297e-02,	+1.126543005670091e-02,	0.915053135640951,	0.499999999999856
69696,	+1.544782189826060e-02,	+1.159433389447580e-02,	+1.544183193455565e-02,	+1.160290708930487e-02,	0.912525255816950,	0.499999999999981
69696,	+1.621017626414380e-02,	+1.192566932982840e-02,	+1.620042622032954e-02,	+1.194284371435467e-02,	0.909931221848397,	0.500000000000924
69696,	+1.700496786787600e-02,	+1.225789636667900e-02,	+1.699234582528851e-02,	+1.228294849669539e-02,	0.907272751405530,	0.500000000000313
69696,	+1.783352694808480e-02,	+1.259029624608040e-02,	+1.781793329049887e-02,	+1.262340072628324e-02,	0.904547092923264,	0.500000000000068
69696,	+1.869726364653000e-02,	+1.292197059718240e-02,	+1.867920257048425e-02,	+1.296386968122671e-02,	0.901750015360946,	0.499999999999982
69696,	+1.959759113843520e-02,	+1.325215210106560e-02,	+1.957775644866992e-02,	+1.330036989640009e-02,	0.898889077649390,	0.500000000000033
69696,	+2.053598038937699e-02,	+1.357990116694620e-02,	+2.051444664192034e-02,	+1.363472149334020e-02,	0.895955475627683,	0.499999999999945
69696,	+2.151394835520240e-02,	+1.390414950330160e-02,	+2.149262833712390e-02,	+1.396284893946328e-02,	0.892952534458865,	0.500000000000151
69696,	+2.253301665707580e-02,	+1.422387181814760e-02,	+2.251159228325835e-02,	+1.428542543604965e-02,	0.889878244101633,	0.499999999999914
69696,	+2.359483056704140e-02,	+1.453781995794200e-02,	+2.357543566137197e-02,	+1.459806038540843e-02,	0.886734310831821,	0.500000000003178
69696,	+2.470090269333500e-02,	+1.484490029292940e-02,	+2.468377100880209e-02,	+1.490231808487726e-02,	0.883516328177979,	0.500000000000093
69696,	+2.585291613384800e-02,	+1.514386418218000e-02,	+2.583805102532874e-02,	+1.519495306586621e-02,	0.880229191242256,	0.499999998552495
69696,	+2.705253649349320e-02,	+1.543336069576640e-02,	+2.704068211648288e-02,	+1.547633627961040e-02,	0.876865955811821,	0.500000000000119
69696,	+2.830143765713760e-02,	+1.571211519069680e-02,	+2.829235382238453e-02,	+1.574610955500256e-02,	0.873425365493857,	0.499999999999671
69696,	+2.960135120139080e-02,	+1.597876680717260e-02,	+2.959462912661455e-02,	+1.600246108821959e-02,	0.869907893809936,	0.499999999999913
69696,	+3.095402584755260e-02,	+1.623198232466400e-02,	+3.094978567397089e-02,	+1.624415851940707e-02,	0.866310738248151,	0.499999999999987
69696,	+3.236122018062420e-02,	+1.647044335177440e-02,	+3.235897572055262e-02,	+1.647120416057867e-02,	0.862630394701508,	0.500000000000024
69696,	+3.382479479671760e-02,	+1.669271935741100e-02,	+3.382410635158136e-02,	+1.668248902509164e-02,	0.858864383420576,	0.499999999996992
69696,	+3.534663551210020e-02,	+1.689738901426320e-02,	+3.534704143568524e-02,	+1.687689453161789e-02,	0.855010174519216,	0.499999999999916
69696,	+3.692866852076752e-02,	+1.708309728542520e-02,	+3.692975022156317e-02,	+1.705330902107325e-02,	0.851064809089556,	0.500000000000110
69696,	+3.857289139212838e-02,	+1.724844542106140e-02,	+3.857427044096703e-02,	+1.721061410813873e-02,	0.847025003828343,	0.500000000001254
69696,	+4.028133397578470e-02,	+1.739211866143880e-02,	+4.028270084876984e-02,	+1.734767766077727e-02,	0.842887172653837,	0.499999999845493
69696,	+4.205615294047867e-02,	+1.751280058194700e-02,	+4.205725965079887e-02,	+1.746335188199588e-02,	0.838647287388136,	0.499999999999026
69696,	+4.389955787541764e-02,	+1.760926594463280e-02,	+4.390023028697194e-02,	+1.755646211660276e-02,	0.834301009860280,	0.499999999999924
69696,	+4.581386486943684e-02,	+1.768029923224740e-02,	+4.581400033351782e-02,	+1.762584330901047e-02,	0.829843611801214,	0.499999960305433
69696,	+4.773553258389110e-02,	+1.772372133384340e-02,	+4.773477265690337e-02,	+1.766870757356188e-02,	0.825423378384482,	0.500000000217578
69696,	+4.966410567341132e-02,	+1.774120528545400e-02,	+4.966282800326083e-02,	+1.768682440216313e-02,	0.821035158518424,	0.500000000000105
69696,	+5.159923871991422e-02,	+1.773424470480340e-02,	+5.159750828020476e-02,	+1.768205047638904e-02,	0.816675842413123,	0.500000000005236
69696,	+5.354060378403922e-02,	+1.770417428783640e-02,	+5.353852858727019e-02,	+1.765567436125168e-02,	0.812342637978223,	0.499999999999785
69696,	+5.548793690961136e-02,	+1.765233094359400e-02,	+5.548565737149064e-02,	+1.760890572407988e-02,	0.808032811741812,	0.499999999999998
69696,	+5.744105964478907e-02,	+1.758004640029980e-02,	+5.743874645703983e-02,	+1.754288015716577e-02,	0.803743606498604,	0.500000000000894
69696,	+5.939975948428452e-02,	+1.748878843031360e-02,	+5.939743575095540e-02,	+1.745844087966243e-02,	0.799473258792421,	0.500000000000024
69696,	+6.136394933639862e-02,	+1.737965587562220e-02,	+6.136194152705299e-02,	+1.735662851185420e-02,	0.795218367329937,	0.500000000000497
69696,	+6.333350692585089e-02,	+1.725376542765380e-02,	+6.333197899919334e-02,	+1.723866370455640e-02,	0.790976418988900,	0.499999999999999
69696,	+6.530836810945385e-02,	+1.711217177901700e-02,	+6.530748186621697e-02,	+1.710544281967078e-02,	0.786744974496278,	0.499999999999990
69696,	+6.728848652984994e-02,	+1.695588725048540e-02,	+6.728838174274543e-02,	+1.695782018579731e-02,	0.782521678451486,	0.499999999998846
69696,	+6.927383874903778e-02,	+1.678612580152020e-02,	+6.927462281257929e-02,	+1.679661193777536e-02,	0.778304214513732,	0.499999999999994
69696,	+7.126442418666719e-02,	+1.660379167705560e-02,	+7.126617326273639e-02,	+1.662258275376360e-02,	0.774090275894999,	0.500000000008994
69696,	+7.326023943453555e-02,	+1.640969602476440e-02,	+7.326301128108541e-02,	+1.643639016841548e-02,	0.769877609127736,	0.500000000000000
69696,	+7.526129330619882e-02,	+1.620460308017060e-02,	+7.526510864382654e-02,	+1.623863572656718e-02,	0.765664017230656,	0.499999999998895
69696,	+7.726762646443440e-02,	+1.598926447043760e-02,	+7.727256165899099e-02,	+1.602980131405972e-02,	0.761447108370048,	0.499999999995815
69696,	+7.927923885856920e-02,	+1.576443155065000e-02,	+7.928514422282178e-02,	+1.581041745779056e-02,	0.757225096206131,	0.500000000000410
69696,	+8.129622314442519e-02,	+1.553092263862760e-02,	+8.130299647553410e-02,	+1.558116589711064e-02,	0.752995332711342,	0.499999999998618
69696,	+8.331857956268959e-02,	+1.528932509881800e-02,	+8.332609396047290e-02,	+1.534257635106641e-02,	0.748755615938530,	0.500000000000433
69696,	+8.534636394460079e-02,	+1.504009404079300e-02,	+8.535448137216860e-02,	+1.509516013896811e-02,	0.744503571587884,	0.499999999999876
69696,	+8.737962857052740e-02,	+1.478369800453420e-02,	+8.738820024033822e-02,	+1.483942064339584e-02,	0.740236793236445,	0.500000000001102
69696,	+8.941837630790761e-02,	+1.452059637233100e-02,	+8.942724372487826e-02,	+1.457586182415817e-02,	0.735952925594968,	0.499999999981135
69696,	+9.146269575391699e-02,	+1.425132459458780e-02,	+9.147168841888331e-02,	+1.430497385962134e-02,	0.731649375663849,	0.500000000059947
69696,	+9.351264267234839e-02,	+1.397635591939480e-02,	+9.352163284516422e-02,	+1.402716396757226e-02,	0.727323239328602,	0.500000000000010
69696,	+9.556823293063499e-02,	+1.369596773461500e-02,	+9.557697473271720e-02,	+1.374292667745254e-02,	0.722971903268480,	0.500000000000056
69696,	+9.762950779531820e-02,	+1.341044470979940e-02,	+9.763786775311278e-02,	+1.345283131042023e-02,	0.718592541061549,	0.500000000000200
69696,	+9.969652332703319e-02,	+1.312006934576860e-02,	+9.970436120306163e-02,	+1.315713287903537e-02,	0.714182216111088,	0.500000000000142
69696,	+1.017693189864366e-01,	+1.282511367484700e-02,	+1.017764779380971e-01,	+1.285599704370963e-02,	0.709737915944132,	0.499999998329011
69696,	+1.038479152822994e-01,	+1.252568137562640e-02,	+1.038542535077807e-01,	+1.254951888266858e-02,	0.705256006947256,	0.499999999964481
69696,	+1.059323269310278e-01,	+1.222195797333760e-02,	+1.059376374953873e-01,	+1.223779850229144e-02,	0.700732544401264,	0.500000000000145
69696,	+1.080226055170272e-01,	+1.191408267616240e-02,	+1.080267290901383e-01,	+1.192113173599680e-02,	0.696164593708507,	0.499999998961332
69696,	+1.101187737334190e-01,	+1.160213563915740e-02,	+1.101215574687726e-01,	+1.159968197116461e-02,	0.691548321507964,	0.500000000005212
69696,	+1.122208595668138e-01,	+1.128623903659100e-02,	+1.122221334953325e-01,	+1.127345339777374e-02,	0.686877659771106,	0.499999999647137
69696,	+1.143288501052082e-01,	+1.096614802454440e-02,	+1.143285237048086e-01,	+1.094272449592548e-02,	0.682148909359316,	0.499999999999964
69696,	+1.164427239991928e-01,	+1.064155422354180e-02,	+1.164407940880054e-01,	+1.060772209481064e-02,	0.677357832984375,	0.499999998605194
69696,	+1.185624772383868e-01,	+1.031230128930380e-02,	+1.185589424843692e-01,	+1.026841177605550e-02,	0.672494991207770,	0.499999999999348
69696,	+1.206880859533736e-01,	+9.978073492775600e-03,	+1.206831060527771e-01,	+9.925198556281822e-03,	0.667557960031700,	0.499999999999733
69696,	+1.228195438013892e-01,	+9.638711133663599e-03,	+1.228132621823660e-01,	+9.578083122230317e-03,	0.662536010745242,	0.500000000000113
69696,	+1.249568292380514e-01,	+9.293922371900600e-03,	+1.249494988148488e-01,	+9.227115421591658e-03,	0.657424466385159,	0.499999999999855
69696,	+1.269853696471658e-01,	+8.961983784107798e-03,	+1.269772492732635e-01,	+8.890997332538031e-03,	0.652490843830423,	0.499999999991273
69696,	+1.289103381163176e-01,	+8.642359735286001e-03,	+1.289017889864728e-01,	+8.569279226570510e-03,	0.647731060313568,	0.500000000001145
69696,	+1.307367610813248e-01,	+8.334567156536200e-03,	+1.307280428795696e-01,	+8.261343009775783e-03,	0.643136217830292,	0.500000000000020
69696,	+1.324694105138378e-01,	+8.038176267426998e-03,	+1.324608525319100e-01,	+7.966548504666446e-03,	0.638696905484462,	0.499999992103180
69696,	+1.341128632848016e-01,	+7.752700210906198e-03,	+1.341047645988251e-01,	+7.684443313376514e-03,	0.634409156962050,	0.499999999999794
69696,	+1.356714807037750e-01,	+7.477788081300400e-03,	+1.356641122402406e-01,	+7.414492730219935e-03,	0.630266385340284,	0.499999999999982
69696,	+1.371494922744024e-01,	+7.213269489072399e-03,	+1.371430751828992e-01,	+7.156180320617388e-03,	0.626262486525090,	0.499999999989408
69696,	+1.385509095739186e-01,	+6.958862445089398e-03,	+1.385456340053889e-01,	+6.909016957810051e-03,	0.622391973511181,	0.499999999999961
69696,	+1.398795462144404e-01,	+6.714374904120198e-03,	+1.398755671857855e-01,	+6.672542770695774e-03,	0.618650010752486,	0.499999999999866
69696,	+1.411390945801020e-01,	+6.479542374095800e-03,	+1.411365369172095e-01,	+6.446313267396121e-03,	0.615032200827992,	0.500000000000278
69696,	+1.423330192179636e-01,	+6.254114282660797e-03,	+1.423319891960596e-01,	+6.229815468410956e-03,	0.611531217081189,	0.499999999999984
69696,	+1.434646434864890e-01,	+6.037894870290402e-03,	+1.434651601112822e-01,	+6.022656333115133e-03,	0.608143959229574,	0.500000000000085
69696,	+1.445371532427514e-01,	+5.830740712269396e-03,	+1.445392404235155e-01,	+5.824503479106400e-03,	0.604871597081779,	0.500000000000100
69696,	+1.455535763616802e-01,	+5.632417854772399e-03,	+1.455571917111231e-01,	+5.634815469239369e-03,	0.601707820694607,	0.499999999999490
69696,	+1.465167772166360e-01,	+5.442604748136802e-03,	+1.465218840719075e-01,	+5.453270260123499e-03,	0.598653073447043,	0.500000003871053
69696,	+1.474294883029762e-01,	+5.261134315991995e-03,	+1.474359927489357e-01,	+5.279506701317366e-03,	0.595705258721791,	0.500000000000000
69696,	+1.482942965123908e-01,	+5.087714371634796e-03,	+1.483021346048427e-01,	+5.113190793366709e-03,	0.592862683939027,	0.500000000000631
69696,	+1.491136882613762e-01,	+4.922081491199798e-03,	+1.491227044274529e-01,	+4.953920612448349e-03,	0.590120766385584,	0.499999999955435
69696,	+1.498900131958294e-01,	+4.764016601845797e-03,	+1.499000932951463e-01,	+4.801562039642758e-03,	0.587482218551205,	0.500000000000101
69696,	+1.506255014232542e-01,	+4.613296371498798e-03,	+1.506365628103672e-01,	+4.655678179469150e-03,	0.584940701203035,	0.500000000000485
69696,	+1.513222815652612e-01,	+4.469687662480801e-03,	+1.513340911767963e-01,	+4.515994144433843e-03,	0.582493664260192,	0.500000000014780
69696,	+1.519823696346922e-01,	+4.332922417170999e-03,	+1.519947783676051e-01,	+4.382354515076500e-03,	0.580141614581271,	0.500000000030501
69696,	+1.526076582976136e-01,	+4.202732525318602e-03,	+1.526205128807042e-01,	+4.254499788410977e-03,	0.577881708718463,	0.500000000000000
69696,	+1.531999820834132e-01,	+4.078879117914198e-03,	+1.532131271186397e-01,	+4.132179300850336e-03,	0.575711100971813,	0.500000000024770
69696,	+1.537610397868444e-01,	+3.961053878198399e-03,	+1.537743308981384e-01,	+4.015164962067715e-03,	0.573627194134021,	0.499999999994317
69696,	+1.542924804680432e-01,	+3.849031914190597e-03,	+1.543057715936759e-01,	+3.903239087938044e-03,	0.571627431801306,	0.500000000000215
69696,	+1.547958574854398e-01,	+3.742614371839998e-03,	+1.548090004201771e-01,	+3.796201563649482e-03,	0.569709432908716,	0.500000000000078
69696,	+1.552726489224352e-01,	+3.641566763311197e-03,	+1.552854905157661e-01,	+3.693866316867667e-03,	0.567870936103652,	0.499999999999656
69696,	+1.557242317310854e-01,	+3.545660114651000e-03,	+1.557366504812083e-01,	+3.596058596552006e-03,	0.566109757250284,	0.499999999967983
69696,	+1.561519440896266e-01,	+3.454667258939196e-03,	+1.561638098399403e-01,	+3.502618288114710e-03,	0.564423855024244,	0.499999999867609
69696,	+1.565570397973462e-01,	+3.368368960241199e-03,	+1.565682361806524e-01,	+3.413396425797684e-03,	0.562811273919516,	0.499999999828324
69696,	+1.569407039332068e-01,	+3.286551359040196e-03,	+1.569510070471863e-01,	+3.328191510312226e-03,	0.561268720925124,	0.500000003074670
69696,	+1.573040584333440e-01,	+3.209004485764197e-03,	+1.573134409055371e-01,	+3.246682019723042e-03,	0.559790588836534,	0.500000002804275
69696,	+1.576481713630496e-01,	+3.135524048056396e-03,	+1.576565538502743e-01,	+3.168958755227269e-03,	0.558379636503451,	0.500000000000086
69696,	+1.579740635493238e-01,	+3.065913146721997e-03,	+1.579813869644337e-01,	+3.094912687132648e-03,	0.557034262276603,	0.499999998053947
69696,	+1.582826890506610e-01,	+2.999977890536598e-03,	+1.582887431622017e-01,	+3.024059926409716e-03,	0.555745155826008,	0.500000000000002
69696,	+1.585749638307712e-01,	+2.937588016042000e-03,	+1.585797714277610e-01,	+2.956580917605680e-03,	0.554516286915920,	0.499999999999766
69696,	+1.588517390213204e-01,	+2.878496362697796e-03,	+1.588552084626992e-01,	+2.892316591045480e-03,	0.553344792972870,	0.500000000000012
69696,	+1.591138494263938e-01,	+2.822657968511798e-03,	+1.591159234977185e-01,	+2.830915311279622e-03,	0.552222074064938,	0.499999997333313
69696,	+1.593620479388694e-01,	+2.769765611312401e-03,	+1.593627283657980e-01,	+2.772641627360459e-03,	0.551155664756496,	0.499999997889140
69696,	+1.595970926293036e-01,	+2.719770559773402e-03,	+1.595962878780570e-01,	+2.716875912144488e-03,	0.550129311711273,	0.500000000000000
69696,	+1.598196797558534e-01,	+2.672474195391800e-03,	+1.598174307969049e-01,	+2.664042031459682e-03,	0.549156612443913,	0.500000001614949
69696,	+1.600304729988196e-01,	+2.627786593710397e-03,	+1.600266812358773e-01,	+2.613496433094367e-03,	0.548218853287822,	0.500000002375028
69696,	+1.602300826273964e-01,	+2.585500428564402e-03,	+1.602248243490361e-01,	+2.565598384096720e-03,	0.547329757166945,	0.500000000001395
69696,	+1.604191111374406e-01,	+2.545562646172598e-03,	+1.604122879551098e-01,	+2.519895919974090e-03,	0.546474978882405,	0.499999999995935
69696,	+1.605981065364838e-01,	+2.507775459868796e-03,	+1.605898042032169e-01,	+2.476476373052487e-03,	0.545660547211611,	0.499999999999200
69696,	+1.607676051967760e-01,	+2.472085162971396e-03,	+1.607577564747383e-01,	+2.435268823561132e-03,	0.544885004635857,	0.500000001565567
69696,	+1.609281016724752e-01,	+2.438342747973799e-03,	+1.609167676207067e-01,	+2.395911607837385e-03,	0.544137289091554,	0.500000000000000
69696,	+1.610800748775850e-01,	+2.406463633613399e-03,	+1.610673191340288e-01,	+2.358648255314065e-03,	0.543429353141255,	0.500000000000647
69696,	+1.612239763061300e-01,	+2.376348034660602e-03,	+1.612096653753702e-01,	+2.323207962027593e-03,	0.542751008254127,	0.500000000001450
69696,	+1.613602242230286e-01,	+2.347841075257598e-03,	+1.613445082714454e-01,	+2.289428637037944e-03,	0.542099457571936,	0.499999998447792
69696,	+1.614892333559052e-01,	+2.320923749616398e-03,	+1.614721709985549e-01,	+2.257448007181873e-03,	0.541482600923498,	0.500000000000876
69696,	+1.616113775346460e-01,	+2.295475851569400e-03,	+1.615928115969852e-01,	+2.227109395238930e-03,	0.540894122409874,	0.500000002072794
69696,	+1.617270471007498e-01,	+2.271574175460998e-03,	+1.617071178701790e-01,	+2.198120301696620e-03,	0.540324998785980,	0.500000001567958
69696,	+1.618365776755418e-01,	+2.249088241313196e-03,	+1.618153215597208e-01,	+2.170678877966267e-03,	0.539786259535805,	0.500000000000839
69696,	+1.619402944808004e-01,	+2.227939492277400e-03,	+1.619177478636363e-01,	+2.144702650919082e-03,	0.539276285519177,	0.499999999999050
69696,	+1.620385129696724e-01,	+2.208092189386797e-03,	+1.620143990195859e-01,	+2.120007224738192e-03,	0.538785573741320,	0.500000002066812
69696,	+1.621315424925804e-01,	+2.189594407605796e-03,	+1.621060719351969e-01,	+2.096461762592906e-03,	0.538313836226515,	0.500000003515105
69696,	+1.622246530020184e-01,	+2.171583594641000e-03,	+1.621977039878788e-01,	+2.072926795767236e-03,	0.537842308987302,	0.499999999999966
69696,	+1.623177728238096e-01,	+2.153587498880796e-03,	+1.622893404916513e-01,	+2.049390685714204e-03,	0.537370758843326,	0.500000001311001
69696,	+1.624101359651598e-01,	+2.131319387143002e-03,	+1.623809400211831e-01,	+2.025748581031683e-03,	0.536892945698201,	0.500000000066934
69696,	+1.624997356308266e-01,	+2.098598227225402e-03,	+1.624727695877181e-01,	+2.001850582052460e-03,	0.536402951654471,	0.500000000001922
69696,	+1.625836370538106e-01,	+2.052344488591195e-03,	+1.625625605295991e-01,	+1.978483120804527e-03,	0.535923835522675,	0.499999998107463
69696,	+1.626592317474632e-01,	+1.993020033233598e-03,	+1.626477538770637e-01,	+1.956312151174917e-03,	0.535469251727953,	0.500000000000000
69696,	+1.627248977836732e-01,	+1.922805169668997e-03,	+1.627263542007009e-01,	+1.935843237155773e-03,	0.535049022193860,	0.499999997608645
69696,	+1.627791105925434e-01,	+1.843641720470600e-03,	+1.627965040495580e-01,	+1.917333925571435e-03,	0.534659482050597,	0.500000000007805
69696,	+1.628206437614864e-01,	+1.757582923569196e-03,	+1.628565030497910e-01,	+1.901502955039704e-03,	0.534326309285050,	0.499999999993351
69696,	+1.628486753848718e-01,	+1.666803597333001e-03,	+1.629050500768417e-01,	+1.888693632356677e-03,	0.534056729005399,	0.500000001141956
69696,	+1.628624127903672e-01,	+1.573456088952597e-03,	+1.629408735819070e-01,	+1.879241460639983e-03,	0.533857802086487,	0.500000000000538
69696,	+1.628622099867844e-01,	+1.479810612688198e-03,	+1.629637453375768e-01,	+1.873206658583079e-03,	0.533730795868719,	0.499999999983313
